_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,ask_question_here,ask_question_here:confidence,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment:confidence,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment:confidence,_created_at,orig__golden,orig__unit_id,_updated_at,orig_q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold_reason,orig_q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold_reason,w1,w2,w3,w4
802941162,false,finalized,8,10/8/15 13:29,,,kind words,0.861,no money left,0.7734,9/25/15 13:39,,796450158,9/29/15 2:34,,,,,,,highly doubt,kind words,no money left,serious
802941163,false,finalized,8,10/7/15 18:11,,,little joy,0.6272,really bad dream,0.6225,9/25/15 13:39,,796450159,9/29/15 2:34,,,,,,,absolute no,little joy,management,really bad dream
802941466,false,finalized,8,10/8/15 11:17,,,usual,1,grim,0.7589,9/25/15 13:39,,796450160,9/29/15 2:34,,,,,,,let's forget,grim,sadly yes,usual
802941467,false,finalized,8,10/7/15 23:24,,,pretty,1,paths will cross,0.7649,9/25/15 13:39,,796450161,9/29/15 2:34,,,,,,,paths will cross,good hearing,pretty,extra
802941468,false,finalized,8,10/8/15 3:20,,,bar is open,0.481,even,0.3651,9/25/15 13:39,,796450162,9/29/15 2:34,,,,,,,bar is open,public,even,conscience
802941469,false,finalized,8,10/7/15 17:26,,,super long hair,0.748,weapons,0.7432,9/25/15 13:39,,796450163,9/29/15 2:34,,,,,,,sheer,breaking,super long hair,weapons
802941470,false,finalized,8,10/8/15 3:16,,,wireless,0.6148,scary,0.872,9/25/15 13:39,,796450164,9/29/15 2:34,,,,,,,fighting fit,year gone,wireless,scary
802941471,false,finalized,8,10/7/15 17:49,,,friend,1,black coffee,0.6235,9/25/15 13:39,,796450165,9/29/15 2:34,,,,,,,black coffee,soft copy,friend,lets chill
802941472,false,finalized,8,10/7/15 4:50,,,unbelievably good,1,pissed,1,9/25/15 13:39,,796450166,9/29/15 2:34,,,,,,,unbelievably good,fast,pissed,little grunt
802941473,false,finalized,8,10/8/15 0:06,,,world hunger relief,0.5117,guilty,1,9/25/15 13:39,,796450167,9/29/15 2:34,,,,,,,pick,ready to serve,world hunger relief,guilty
802941474,false,finalized,8,10/7/15 13:39,,,a baby boy,0.7551,missing,0.8781,9/25/15 13:39,,796450168,9/29/15 2:34,,,,,,,a baby boy,stopped,#at_1st_sight,missing
802941475,false,finalized,8,10/8/15 3:17,,,stud,0.8738,mess,0.5079,9/25/15 13:39,,796450169,9/29/15 2:34,,,,,,,burns,bloody work,mess,stud
802941476,false,finalized,8,10/7/15 17:24,,,christmas,0.6268,damn job,1,9/25/15 13:39,,796450170,9/29/15 2:34,,,,,,,nice shot,christmas,afternoon,damn job
802941477,false,finalized,8,10/7/15 3:15,,,money,0.8743,frozen,1,9/25/15 13:39,,796450171,9/29/15 2:34,,,,,,,money,night,more,frozen
802941478,false,finalized,8,10/7/15 17:37,,,hows your break,0.873,dread going back,1,9/25/15 13:39,,796450172,9/29/15 2:34,,,,,,,due to work,like a stranger,dread going back,hows your break
802941479,false,finalized,8,10/8/15 0:10,,,crazy talk,1,sad day indeed,0.5,9/25/15 13:39,,796450173,9/29/15 2:34,,,,,,,crazy talk,sad day indeed,dumped,broke
802941480,false,finalized,8,10/7/15 23:24,,,need a hug,0.6303,bedbugs,0.5073,9/25/15 13:39,,796450174,9/29/15 2:34,,,,,,,need a hug,bedbugs,unusable,spent
802941481,false,finalized,8,10/8/15 14:17,,,smell yummy,1,miss my baby,0.614,9/25/15 13:39,,796450175,9/29/15 2:34,,,,,,,nuclear,dinner alone,miss my baby,smell yummy
802941482,false,finalized,8,10/7/15 17:31,,,super sick start,0.5011,averted,0.5038,9/25/15 13:39,,796450176,9/29/15 2:34,,,,,,,nice cold beer,super sick start,averted,pleease
802941483,false,finalized,8,10/7/15 12:51,,,sheer joy,0.873,beast,1,9/25/15 13:39,,796450177,9/29/15 2:34,,,,,,,beast,sheer joy,actual,talk
802941484,false,finalized,8,10/7/15 20:35,,,deep love,1,addiction,0.7489,9/25/15 13:39,,796450178,9/29/15 2:34,,,,,,,blind,post,deep love,addiction
802941485,false,finalized,8,10/7/15 17:57,,,solved,0.7468,super headache,1,9/25/15 13:39,,796450179,9/29/15 2:34,,,,,,,day,super headache,miss my puppy,solved
802941486,false,finalized,8,10/8/15 4:38,,,hard to like,0.5182,nasty,0.516,9/25/15 13:39,,796450180,9/29/15 2:34,,,,,,,hard to like,nasty,worry,breaking my heart
802941487,false,finalized,8,10/8/15 0:06,,,hanging with friends,1,hell,0.7506,9/25/15 13:39,,796450181,9/29/15 2:34,,,,,,,hell,hate shopping,young blood,hanging with friends
802941488,false,finalized,8,10/7/15 17:37,,,good replacement,0.7589,feel like crap,1,9/25/15 13:39,,796450182,9/29/15 2:34,,,,,,,green,good replacement,feel like crap,visit
802941489,false,finalized,8,10/7/15 18:42,,,freaking cool,0.5052,please never forget,0.6261,9/25/15 13:39,,796450183,9/29/15 2:34,,,,,,,please never forget,freaking cool,stroll down,love never fails
802941490,false,finalized,8,10/7/15 13:42,,,baby teeth,0.625,stupid romance,1,9/25/15 13:39,,796450184,9/29/15 2:34,,,,,,,bar,details,baby teeth,stupid romance
802941491,false,finalized,8,10/8/15 2:16,,,yummy,0.7396,agree,0.4051,9/25/15 13:39,,796450185,9/29/15 2:34,,,,,,,agree,yummy,late christmas presents,support
802941492,false,finalized,8,10/7/15 11:42,,,fuck yesss,0.7496,garbage,0.6168,9/25/15 13:39,,796450186,9/29/15 2:34,,,,,,,fuck yesss,phone just died,fave,garbage
802941493,false,finalized,8,10/8/15 3:20,,,coulda been rich,0.7418,cancer patient,0.8621,9/25/15 13:39,,796450187,9/29/15 2:34,,,,,,,break ups,coulda been rich,nose,cancer patient
802941494,false,finalized,8,10/8/15 1:05,,,smiling,1,devil,1,9/25/15 13:39,,796450188,9/29/15 2:34,,,,,,,smiling,devil,launch,author
802941495,false,finalized,8,10/7/15 4:31,,,romance,0.7351,traffic,1,9/25/15 13:39,,796450189,9/29/15 2:34,,,,,,,traffic,late night dinner,flowers,romance
802941496,false,finalized,8,10/7/15 4:56,,,straight,0.5059,bitter,0.8791,9/25/15 13:39,,796450190,9/29/15 2:34,,,,,,,bitter,debris,straight,pop
802941497,false,finalized,8,10/7/15 17:37,,,prince,1,new crisis,1,9/25/15 13:39,,796450191,9/29/15 2:34,,,,,,,new crisis,console,prince,weird dream
802941498,false,finalized,8,10/8/15 8:26,,,sweetheart,0.644,my least favorite,1,9/25/15 13:39,,796450192,9/29/15 2:34,,,,,,,tax refund,cancer foundation,sweetheart,my least favorite
802941499,false,finalized,8,10/7/15 11:40,,,hidden gems,0.6209,fails,1,9/25/15 13:39,,796450193,9/29/15 2:34,,,,,,,laughing my ass,hidden gems,supposed to help,fails
802941500,false,finalized,8,10/7/15 6:43,,,birthday,1,smells like pee,1,9/25/15 13:39,,796450194,9/29/15 2:34,,,,,,,poor vocabulary,smells like pee,birthday,all nite long
802941501,false,finalized,8,10/7/15 11:55,,,teeth,0.8727,#cruelty,1,9/25/15 13:39,,796450195,9/29/15 2:34,,,,,,,#cruelty,teeth,spoiler,black
802941502,false,finalized,8,10/7/15 17:31,,,you're too sweet,1,food poisoning,0.7533,9/25/15 13:39,,796450196,9/29/15 2:34,,,,,,,food poisoning,debt,computer just froze,you're too sweet
802941503,false,finalized,8,10/8/15 14:06,,,fit,0.746,broke my promise,1,9/25/15 13:39,,796450197,9/29/15 2:34,,,,,,,fit,competition,count,broke my promise
802941504,false,finalized,8,10/8/15 11:29,,,well deserved break,0.6297,like,0.3797,9/25/15 13:39,,796450198,9/29/15 2:34,,,,,,,drinking with friends,kind stranger,like,well deserved break
802941505,false,finalized,8,10/7/15 17:29,,,fits perfectly,1,bad sun,1,9/25/15 13:39,,796450199,9/29/15 2:34,,,,,,,fits perfectly,serve,bad sun,lets
802941506,false,finalized,8,10/7/15 17:40,,,breaking free,0.7474,chase,0.8773,9/25/15 13:39,,796450200,9/29/15 2:34,,,,,,,chase,breaking free,foot spa,specific
802941507,false,finalized,8,10/7/15 17:40,,,cant stop smiling,1,cable stopped working,0.8757,9/25/15 13:39,,796450201,9/29/15 2:34,,,,,,,good slap,cable stopped working,no other reason,cant stop smiling
802941508,false,finalized,8,10/7/15 17:37,,,laughing,1,dread,1,9/25/15 13:39,,796450202,9/29/15 2:34,,,,,,,dread,laughing,busy holiday,bedbugs bite
802941509,false,finalized,8,10/7/15 23:43,,,presents,1,feel like garbage,1,9/25/15 13:39,,796450203,9/29/15 2:34,,,,,,,losing interest,feel like garbage,presents,said
802941510,false,finalized,8,10/7/15 11:53,,,long friendship,1,never,0.5156,9/25/15 13:39,,796450204,9/29/15 2:34,,,,,,,never,u need help,long friendship,coughing
802941511,false,finalized,8,10/7/15 10:32,,,joy,0.759,#fridayfuel,0.87,9/25/15 13:39,,796450205,9/29/15 2:34,,,,,,,best,dancer,#fridayfuel,joy
802941512,false,finalized,8,10/7/15 13:46,,,heart,1,mean friends,1,9/25/15 13:39,,796450206,9/29/15 2:34,,,,,,,need volunteers,mean friends,professional poker player,heart
802941513,false,finalized,8,10/7/15 19:52,,,morning,0.7505,back is sore,0.8736,9/25/15 13:39,,796450207,9/29/15 2:34,,,,,,,capture,morning,actually,back is sore
802941514,false,finalized,8,10/7/15 17:51,,,love bug,0.8727,quit,1,9/25/15 13:39,,796450208,9/29/15 2:34,,,,,,,quit,help,love bug,pillow fight
802941515,false,finalized,8,10/7/15 18:00,,,a little extra,0.6267,doesn't feel good,1,9/25/15 13:39,,796450209,9/29/15 2:34,,,,,,,years,a little extra,doesn't feel good,hot self shot
802941516,false,finalized,8,10/7/15 17:57,,,hope,0.873,back in hospital,0.872,9/25/15 13:39,,796450210,9/29/15 2:34,,,,,,,hope,back in hospital,overboard,fallen angel
802941517,false,finalized,8,10/8/15 3:25,,,funniest shit,0.8967,completely failed,0.8967,9/25/15 13:39,,796450211,9/29/15 2:34,,,,,,,completely failed,funniest shit,extra shot,broken
802941518,false,finalized,8,10/7/15 11:30,,,slow song,0.507,miss working,0.747,9/25/15 13:39,,796450212,9/29/15 2:34,,,,,,,little,miss working,slow song,ever
802941519,false,finalized,8,10/7/15 22:34,,,recover,0.8681,sadness,0.7597,9/25/15 13:39,,796450213,9/29/15 2:34,,,,,,,problem,recover,make,sadness
802941520,false,finalized,8,10/7/15 4:56,,,incredibly,1,doesn't look promising,1,9/25/15 13:39,,796450214,9/29/15 2:34,,,,,,,incredibly,doesn't look promising,miss twitterworld,spare
802941521,false,finalized,8,10/7/15 7:19,,,laughing so hard,0.8762,hate surprises,1,9/25/15 13:39,,796450215,9/29/15 2:34,,,,,,,the festive break,hate surprises,laughing so hard,expect nothing less
802941522,false,finalized,8,10/7/15 22:34,,,enjoying,1,like hell,1,9/25/15 13:39,,796450216,9/29/15 2:34,,,,,,,junk,enjoying,like hell,back leg
802941523,false,finalized,8,10/7/15 21:10,,,happy to oblige,0.7587,some serious shopping,0.3774,9/25/15 13:39,,796450217,9/29/15 2:34,,,,,,,a little motivation,happy to oblige,score,some serious shopping
802941524,false,finalized,8,10/7/15 3:12,,,spoil,0.6264,open wound,0.6274,9/25/15 13:39,,796450218,9/29/15 2:34,,,,,,,fussy,spoil,gun,open wound
802941525,false,finalized,8,10/7/15 19:42,,,kick,0.3782,cheat,0.7518,9/25/15 13:39,,796450219,9/29/15 2:34,,,,,,,cheat,kick,hunger,wrong love
802941526,false,finalized,8,10/8/15 14:42,,,wicked good,1,#dog #cruelty,0.6435,9/25/15 13:39,,796450220,9/29/15 2:34,,,,,,,wicked good,crushed,much,#dog #cruelty
802941527,false,finalized,8,10/7/15 20:45,,,solved the problem,0.8758,grunt,1,9/25/15 13:39,,796450221,9/29/15 2:34,,,,,,,agree to disagree,grunt,fair game,solved the problem
802941528,false,finalized,8,10/7/15 21:01,,,winning streak,1,just pissed me,0.8743,9/25/15 13:39,,796450222,9/29/15 2:34,,,,,,,just pissed me,this isnt fair,super slow,winning streak
802941529,false,finalized,8,10/7/15 21:44,,,enjoying break,0.495,hang,0.8751,9/25/15 13:39,,796450223,9/29/15 2:34,,,,,,,credit,enjoying break,great capture,hang
802941530,false,finalized,8,10/8/15 11:26,,,hilarious,0.6159,failure,0.875,9/25/15 13:39,,796450224,9/29/15 2:34,,,,,,,can't even swallow,tiny and gorgeous,hilarious,failure
802941531,false,finalized,8,10/8/15 0:18,,,definitely,0.8849,plane wreckage found,0.8773,9/25/15 13:39,,796450225,9/29/15 2:34,,,,,,,snot,plane wreckage found,drinking,definitely
802941532,false,finalized,8,10/7/15 23:24,,,author unknown,1,heart pain,1,9/25/15 13:39,,796450226,9/29/15 2:34,,,,,,,need a doctor,heart pain,author unknown,heart sinks
802941533,false,finalized,8,10/7/15 17:31,,,winning,1,chill,0.8751,9/25/15 13:39,,796450227,9/29/15 2:34,,,,,,,chill,fuzzy,winning,football
802941534,false,finalized,8,10/7/15 18:57,,,dance,0.7539,feel like crying,1,9/25/15 13:39,,796450228,9/29/15 2:34,,,,,,,feel like crying,dance,you poor baby,blind faith
802941535,false,finalized,8,10/7/15 15:45,,,helping,1,mad,0.8805,9/25/15 13:39,,796450229,9/29/15 2:34,,,,,,,teething baby,mad,helping,card
802941536,false,finalized,8,10/8/15 1:03,,,well,0.6327,injury,0.7481,9/25/15 13:39,,796450230,9/29/15 2:34,,,,,,,try our best,injury,well,lazy
802941537,false,finalized,8,10/7/15 13:46,,,bodies,0.6213,dreams are crushed,0.8725,9/25/15 13:39,,796450231,9/29/15 2:34,,,,,,,bodies,dreams are crushed,please im begging,rubbish
802941538,false,finalized,8,10/7/15 17:33,,,lottttt,0.6426,my friends suck,1,9/25/15 13:39,,796450232,9/29/15 2:34,,,,,,,journey,my friends suck,like a hurricane,lottttt
802941539,false,finalized,8,10/7/15 18:02,,,awesome fictional weapons,1,grand theft,0.5004,9/25/15 13:39,,796450233,9/29/15 2:34,,,,,,,life isn't perfect,didn't come true,awesome fictional weapons,grand theft
802941540,false,finalized,8,10/7/15 11:30,,,flying,1,quit working,0.6216,9/25/15 13:39,,796450234,9/29/15 2:34,,,,,,,way too warm,quit working,noone to talk,flying
802941541,false,finalized,8,10/7/15 13:39,,,continue to fight,0.5024,like zombie,0.4987,9/25/15 13:39,,796450235,9/29/15 2:34,,,,,,,continue to fight,slow,longer,like zombie
802941542,false,finalized,8,10/7/15 20:13,,,seriously interested,1,forget,0.7532,9/25/15 13:39,,796450236,9/29/15 2:34,,,,,,,replacement,seriously interested,feeling,forget
802941543,false,finalized,8,10/7/15 17:48,,,relieve,1,#expensive #wantit #sad,0.8773,9/25/15 13:39,,796450237,9/29/15 2:34,,,,,,,#expensive #wantit #sad,relieve,issues,never too hot
802941544,false,finalized,8,10/7/15 17:27,,,fantastic,0.8725,pee,0.7493,9/25/15 13:39,,796450238,9/29/15 2:34,,,,,,,pee,honey,fantastic,lost then found
802941545,false,finalized,8,10/7/15 21:41,,,deep,0.7495,horrible friend,0.87,9/25/15 13:39,,796450239,9/29/15 2:34,,,,,,,deep,south,horrible friend,sick
802941546,false,finalized,8,10/7/15 18:31,,,realise,0.876,coughing fit,0.6189,9/25/15 13:39,,796450240,9/29/15 2:34,,,,,,,coughing fit,froze,my poor puppy,realise
802941547,false,finalized,8,10/7/15 20:17,,,smell the roses,0.5045,attack,1,9/25/15 13:39,,796450241,9/29/15 2:34,,,,,,,fav,attack,smell the roses,got
802941548,false,finalized,8,10/8/15 13:28,,,worth the wait,0.8836,silly question,0.7635,9/25/15 13:39,,796450242,9/29/15 2:34,,,,,,,warm rain,mean a lottttt,worth the wait,silly question
802941549,false,finalized,8,10/7/15 6:27,,,beauty,1,great shame,0.6181,9/25/15 13:39,,796450243,9/29/15 2:34,,,,,,,great shame,sincere condolences,beauty,beautiful mess
802941550,false,finalized,8,10/8/15 14:09,,,stuck at work,0.643,gutted,0.386,9/25/15 13:39,,796450244,9/29/15 2:34,,,,,,,breaking the rules,stuck at work,refuses,gutted
802941551,false,finalized,8,10/7/15 20:09,,,eye,0.6216,lost my job,1,9/25/15 13:39,,796450245,9/29/15 2:34,,,,,,,darn,everyone fell asleep,lost my job,eye
802941552,false,finalized,8,10/8/15 0:11,,,vacation,0.6065,didn't work either,1,9/25/15 13:39,,796450246,9/29/15 2:34,,,,,,,vacation,busy as usual,bright,didn't work either
802941553,false,finalized,8,10/7/15 17:34,,,break dance,0.5019,smells like weed,0.8748,9/25/15 13:39,,796450247,9/29/15 2:34,,,,,,,break dance,full game,smells like weed,tips
802941554,false,finalized,8,10/7/15 3:17,,,squeaky clean,1,hurts,1,9/25/15 13:39,,796450248,9/29/15 2:34,,,,,,,squeaky clean,hurts,break,emotional attachment
802941555,false,finalized,8,10/8/15 15:01,,,precious,1,stinking,0.8984,9/25/15 13:39,,796450249,9/29/15 2:34,,,,,,,precious,stinking,no new messages,stranger
802941556,false,finalized,8,10/7/15 17:33,,,gown,1,wrong,0.377,9/25/15 13:39,,796450250,9/29/15 2:34,,,,,,,wrong,poor effort,bad luck,gown
802941557,false,finalized,8,10/7/15 14:38,,,full postcode,0.8705,wound,0.6183,9/25/15 13:39,,796450251,9/29/15 2:34,,,,,,,mild headache,messed,wound,full postcode
802941558,false,finalized,8,10/7/15 17:38,,,reserve a spot,0.6244,concern,0.8764,9/25/15 13:39,,796450252,9/29/15 2:34,,,,,,,paths,concern,reserve a spot,planning
802941559,false,finalized,8,10/7/15 17:37,,,absolute blast,1,dog found abandoned,1,9/25/15 13:39,,796450253,9/29/15 2:34,,,,,,,dog found abandoned,less cool,absolute blast,missing church today
802941560,false,finalized,8,10/7/15 15:40,,,liked it too,0.8792,throw rocks,0.8758,9/25/15 13:39,,796450254,9/29/15 2:34,,,,,,,haven't looked back,liked it too,throw rocks,year
802941561,false,finalized,8,10/8/15 1:27,,,a tiny donation,1,hurt,0.5153,9/25/15 13:39,,796450255,9/29/15 2:34,,,,,,,hurt,lies,a tiny donation,want to steal
802941562,false,finalized,8,10/7/15 17:43,,,fits well,1,dark,0.8818,9/25/15 13:39,,796450256,9/29/15 2:34,,,,,,,fits well,spot,dark,self
802941563,false,finalized,8,10/7/15 13:46,,,crazy in love,0.6152,open,0.8715,9/25/15 13:39,,796450257,9/29/15 2:34,,,,,,,open,crazy in love,chocolate fudge cake,struck gold
802941564,false,finalized,8,10/7/15 19:42,,,favorite,0.7512,miss,1,9/25/15 13:39,,796450258,9/29/15 2:34,,,,,,,top left,miss,sexy beast,favorite
802941565,false,finalized,8,10/8/15 10:33,,,ready,0.7642,resist,0.5014,9/25/15 13:39,,796450259,9/29/15 2:34,,,,,,,ice cold beer,resist,lack of work,ready
802941769,false,finalized,8,10/7/15 13:01,,,good,1,3rd degree burns,0.8784,9/25/15 13:39,,796450260,9/29/15 2:34,,,,,,,good long look,3rd degree burns,good,sensitive issue
802941770,false,finalized,8,10/7/15 13:39,,,glad i waited,0.7405,hate money,1,9/25/15 13:39,,796450261,9/29/15 2:34,,,,,,,teasing,glad i waited,my little brother,hate money
802941771,false,finalized,8,10/8/15 3:20,,,top gun,0.8746,agony,1,9/25/15 13:39,,796450262,9/29/15 2:34,,,,,,,top gun,sinks,long journey,agony
802941772,false,finalized,8,10/7/15 17:24,,,cool game,1,forget to smile,0.7528,9/25/15 13:39,,796450263,9/29/15 2:34,,,,,,,forget to smile,fictional,cool game,a little dream
802941773,false,finalized,8,10/8/15 8:26,,,worry free,1,rude,1,9/25/15 13:39,,796450264,9/29/15 2:34,,,,,,,worry free,rude,level,kind of crazy
802941774,false,finalized,8,10/7/15 17:58,,,#love,1,crying,1,9/25/15 13:39,,796450265,9/29/15 2:34,,,,,,,#love,crying,beer,chilly morning
802941775,false,finalized,8,10/7/15 3:10,,,wise words,0.8821,breaky,0.6247,9/25/15 13:39,,796450266,9/29/15 2:34,,,,,,,breaky,sweet and sour,liquor,wise words
802941776,false,finalized,8,10/7/15 17:40,,,little lamb,0.3744,crush,0.7513,9/25/15 13:39,,796450267,9/29/15 2:34,,,,,,,coffee break,little lamb,quotes,crush
802941777,false,finalized,8,10/8/15 3:21,,,reserve,0.6133,odd,0.6286,9/25/15 13:39,,796450268,9/29/15 2:34,,,,,,,busy year,reserve,dental work,odd
802941778,false,finalized,8,10/7/15 3:15,,,nice,0.5117,like a donkey,1,9/25/15 13:39,,796450269,9/29/15 2:34,,,,,,,faith,like a donkey,nice,too
802941779,false,finalized,8,10/7/15 5:41,,,best shit,0.763,doesnt feel well,1,9/25/15 13:39,,796450270,9/29/15 2:34,,,,,,,good omen,doesnt feel well,nervous,best shit
802941780,false,finalized,8,10/8/15 14:30,,,art,1,hope is lost,0.8828,9/25/15 13:39,,796450271,9/29/15 2:34,,,,,,,a bad deal,labor,art,hope is lost
802941781,false,finalized,8,10/7/15 17:23,,,worth the pain,0.7633,kill,0.7488,9/25/15 13:39,,796450272,9/29/15 2:34,,,,,,,greatest fear,worth the pain,kill,long
802941782,false,finalized,8,10/7/15 17:41,,,unbelievably,1,lost a child,0.8732,9/25/15 13:39,,796450273,9/29/15 2:34,,,,,,,lost a child,unbelievably,refuses to work,shameless
802941783,false,finalized,8,10/7/15 17:34,,,wise,0.7461,augmented reality,1,9/25/15 13:39,,796450274,9/29/15 2:34,,,,,,,augmented reality,wise,sun,tweeting
802941784,false,finalized,8,10/7/15 15:40,,,wonderful,0.8792,posioning,1,9/25/15 13:39,,796450275,9/29/15 2:34,,,,,,,wonderful,trying to balance,posioning,worth fighting
802941785,false,finalized,8,10/7/15 21:01,,,damn straight,1,truly hate,1,9/25/15 13:39,,796450276,9/29/15 2:34,,,,,,,my sick friend,damn straight,sucks,truly hate
802941786,false,finalized,8,10/8/15 13:04,,,busy day ahead,0.8762,feeling like shit,0.7577,9/25/15 13:39,,796450277,9/29/15 2:34,,,,,,,absolute garbage,begging,feeling like shit,busy day ahead
802941787,false,finalized,8,10/8/15 15:26,,,smile,0.5068,seriously,1,9/25/15 13:39,,796450278,9/29/15 2:34,,,,,,,please,drama free,seriously,smile
802941788,false,finalized,8,10/7/15 17:28,,,leave a #smile,0.8726,sorry honey,1,9/25/15 13:39,,796450279,9/29/15 2:34,,,,,,,drinking margaritas,sorry honey,leave a #smile,drive
802941789,false,finalized,8,10/7/15 21:33,,,young,0.8832,ugh work,0.8767,9/25/15 13:39,,796450280,9/29/15 2:34,,,,,,,young,ugh work,eat my words,rail
802941790,false,finalized,8,10/7/15 20:20,,,success,1,real shame,1,9/25/15 13:39,,796450281,9/29/15 2:34,,,,,,,success,better,real shame,sorry you're bored
802941791,false,finalized,8,10/7/15 17:49,,,chase your dreams,1,losing faith,1,9/25/15 13:39,,796450282,9/29/15 2:34,,,,,,,waited,losing faith,chase your dreams,badly want one
802941792,false,finalized,8,10/7/15 17:28,,,fucking fantastic,0.8882,like a villain,0.7449,9/25/15 13:39,,796450283,9/29/15 2:34,,,,,,,bad,like a villain,fucking fantastic,moon
802941793,false,finalized,8,10/8/15 14:25,,,promising,0.753,posers,0.6176,9/25/15 13:39,,796450284,9/29/15 2:34,,,,,,,missed breakfast,tired but happy,promising,posers
