_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,human_relation,human_relation:confidence,human_relation_type,human_relation_type:confidence,documentid,gold,human_relation_gold,human_relation_gold_reason,human_relation_type_gold,human_relation_type_gold_reason,text
711484531,false,finalized,3,4/30/15 4:47,personal experience,1,caused side effect,1,1050,false,,,,,"and i've got <font color=""red"">flatulence</font> (excuse me), and it's making the rumbling from the <font color=""blue"">evoxac</font> worse!"
711484532,false,finalized,3,4/29/15 18:33,question,0.6824,caused side effect,0.6824,1051,false,,,,,"did you have the <font color=""red"">rash</font> before you started <font color=""blue"">humira</font>?"
711484533,false,finalized,3,4/29/15 17:15,personal experience,1,caused side effect,0.6531,1052,false,,,,,"i experience it) i've tried four different ad's: <font color=""blue"">wellbutrin</font>-  i was  wired, nervous, shakyzoloft-  nervous and <font color=""red"">shaky prozac-</font> no sex drive..."
711484534,false,finalized,3,4/29/15 18:22,impersonal experience,1,caused side effect,1,1053,false,,,,,"common side effects of <font color=""blue"">humira</font> are: injection site reactions (redness, rash, swelling, itching or bruising), <font color=""red"">upper respiratory infections</font> (sinus infections), headaches, rash and nausea."
711484535,false,finalized,3,4/30/15 1:54,impersonal experience,0.6789,was effective against,0.6789,1054,false,,,,,"my husband uses a cream called <font color=""blue"">protopic</font> to manage <font color=""red"">eczema</font> which may or may not be caused by remicade (it could also be psoriasis, we don't know for sure)."
711484536,false,finalized,3,4/30/15 7:20,personal experience,1,caused side effect,1,1055,false,,,,,"i have been on <font color=""blue"">lithium</font> since i was diagnosed with bipolar 1, and started lamictal a couple months back when i began having tremors and a <font color=""red"">metallic taste</font> in my mouth from the lithium."
711484537,false,finalized,3,4/30/15 1:18,personal experience,1,caused side effect,1,1056,false,,,,,"i think you'll find the <font color=""blue"">lexapro</font> to be a good med,  i do have some <font color=""red"">sleepiness</font> with it, so have to time it right."
711484538,false,finalized,3,4/30/15 8:02,personal experience,1,caused side effect,1,1057,false,,,,,"i used to get extremely <font color=""red"">bad nose bleeds</font> atleast once a day in the last few months of <font color=""blue"">accutane</font>, but i never said anything in fear of getting taken off it..."
711484539,false,finalized,3,4/29/15 19:08,impersonal experience,1,caused side effect,1,1058,false,,,,,"adverse reactions to <font color=""blue"">epinephrine</font> include <font color=""red"">palpitations</font>, tachycardia, arrhythmia, anxiety, headache, tremor, hypertension, and acute pulmonary edema."
711484540,false,finalized,3,4/30/15 1:56,impersonal experience negated,0.3673,caused side effect,1,1059,false,,,,,"i have looked into <font color=""blue"">lyrica</font>, and i don't think lyrica can cause a <font color=""red"">rash</font>, but you never know."
711484541,false,finalized,3,4/29/15 22:56,impersonal experience,0.7,other,0.7,1060,false,,,,,"i'm sure stopping the inf and <font color=""blue"">neupogen</font> has as much to do withyou feeling better as does the <font color=""red"">weight loss</font>."
711484542,false,finalized,3,4/29/15 17:14,impersonal experience,0.6551,caused side effect,1,1061,false,,,,,"with some of the injectible type 2 drugs like <font color=""blue"">victoza</font> or byetta people experience nausea, <font color=""red"">vomiting</font> or cramping."
711484543,false,finalized,3,4/29/15 19:37,personal experience,1,was effective against,1,1062,false,,,,,"that is a motility problem and it caused me severe <font color=""red"">stomach pain</font> 24/7 for months on end until i was put on <font color=""blue"">reglan 10 mg</font>."
711484544,false,finalized,3,4/29/15 22:27,personal experience,1,was effective against,0.6667,1063,false,,,,,"i use the cleanser <font color=""blue"">proactiv</font> and it works to keep the <font color=""red"">acne</font> at bay..."
711484545,false,finalized,3,4/29/15 16:37,personal experience,1,caused side effect,0.6809,1064,false,,,,,"( an atypical is how i got <font color=""red"">diabetes</font> so i know it affects me) being paranoid as i am since the <font color=""blue"">seroquel</font> i have done 2 bayer tests at home."
711484546,false,finalized,3,4/29/15 17:14,personal experience negated,0.6596,caused side effect,0.6596,1065,false,,,,,"<font color=""blue"">prometrium</font> helps me sleep, no <font color=""red"">night sweats</font> or heart palpitations."
711484547,false,finalized,3,4/30/15 10:36,personal experience,1,caused side effect,0.367,1066,false,,,,,"went to nexium, but got <font color=""red"">headaches</font> with that, so now take <font color=""blue"">prevacid</font>."
711484548,false,finalized,3,4/29/15 23:25,personal experience,1,caused side effect,1,1067,false,,,,,"i took combivir and <font color=""blue"">sustiva</font> and had <font color=""red"">nausea alot</font>."
711484549,false,finalized,3,4/29/15 18:38,personal experience,1,caused side effect,1,1068,false,,,,,"then the endo took me off the <font color=""blue"">toprol</font> because she said that could be adding to my <font color=""red"">tiredness</font>."
711484550,false,finalized,3,4/30/15 8:18,impersonal experience,1,caused side effect,0.66,1069,false,,,,,"looking at your profile, if you have had substance abuse or <font color=""red"">addiction</font> in the past, the <font color=""blue"">codine</font> can certainly kick that into action."
711484551,false,finalized,3,4/29/15 18:23,personal experience negated,0.6779,caused side effect,0.6779,1070,false,,,,,"i also take <font color=""blue"">tramadol</font> but it doesn't make me itch - the co meds used to make me really <font color=""red"">itchy</font> - i think it's the codeine in them."
711484552,false,finalized,3,4/29/15 18:14,question,1,caused side effect,1,1071,false,,,,,"hi, i was wondering anyone that is on <font color=""blue"">levothyroxin</font> or any other thyroid medicine have a <font color=""red"">problem with sweating</font> more that usual?"
711484553,false,finalized,3,4/29/15 19:49,personal experience,1,other,0.6923,1072,false,,,,,"i am being changed from zyprexa to <font color=""blue"">geodon</font> after experiencing a lot of <font color=""red"">weight gain</font> and this is if i get good ekg results."
711484554,false,finalized,3,4/30/15 6:41,personal experience,1,caused side effect,1,1073,false,,,,,"my <font color=""red"">swelling</font> wasn't because of my meds, it maybe got worse because of my <font color=""blue"">levothyroxine</font>, i've since changed to armour, and still have the swelling."
711484555,false,finalized,3,4/29/15 18:06,personal experience,1,is prescibed for,0.6739,1074,false,,,,,"the only other side effects listed were possible <font color=""red"">headaches</font>, back pain, & increased risk for osteoporosis, which i was told would be resolved by taking calcium/<font color=""blue"">vitamin d supplements</font>."
711484556,false,finalized,3,4/29/15 18:38,personal experience negated,0.6242,caused side effect,1,1075,false,,,,,"i shouldn't have called it a <font color=""red"">cyst</font> - it's not from the <font color=""blue"">clomid</font> but from o'ing - i think it's called a corpus luteum (sp?"
711484557,false,finalized,3,4/29/15 17:19,personal experience,1,caused side effect,0.6693,1076,false,,,,,"then in december i took <font color=""blue"">clomid</font> to make me ovulate, that is the only reason i got <font color=""red"">af</font> on my own in december."
711484558,false,finalized,3,4/29/15 22:15,personal experience,1,caused side effect,0.7,1077,false,,,,,"i take <font color=""blue"">klonopin</font> 6 mgs a day and feel nothing from it, but <font color=""red"">sleepiness</font>."
711484559,false,finalized,3,4/29/15 16:42,impersonal experience,1,caused side effect,1,1078,false,,,,,"it seems everywhere i read that one of the most common side effects of <font color=""blue"">prozac</font> is <font color=""red"">nervousness</font> and anxiety."
711484560,false,finalized,3,4/29/15 22:42,personal experience,1,caused side effect,0.3728,1079,false,,,,,"i was taken off <font color=""blue"">atenolol</font> in mid-september due to needing to start <font color=""red"">allergy</font> shots."
711484561,false,finalized,3,4/29/15 21:23,personal experience,1,caused side effect,1,1080,false,,,,,"i've had issues with <font color=""red"">acne</font> since i started the <font color=""blue"">gilenya</font> as well."
711484562,false,finalized,3,4/29/15 17:28,personal experience,1,caused side effect,1,1081,false,,,,,"i switched from tri-cycleone to <font color=""blue"">alesse</font> because my face broke out in pimples, i received really bad <font color=""red"">headaches</font>, and cramping seemed really bad."
711484563,false,finalized,3,4/29/15 21:53,impersonal experience,0.7,caused side effect,1,1082,false,,,,,"but, <font color=""blue"">psyllium</font> is a natrual fiber that is brokendown by digestion and ferments -- producing alot of <font color=""red"">gas</font> when you first start using it."
711484564,false,finalized,3,4/29/15 21:38,impersonal experience,1,caused side effect,1,1083,false,,,,,"if you'll look on the prescribing information for incivek, victrelis, <font color=""blue"">pegasys</font>, pegintron and ribavirin <font color=""red"">fatigue</font> is listed on every one of them so the energy level is not going to increase."
711484565,false,finalized,3,4/29/15 17:07,impersonal experience,0.6596,is prescibed for,1,1084,false,,,,,"forvia, waiting for first <font color=""blue"">remicade</font> infusionhusband withtreatment resistant <font color=""red"">depression</font> effexor-900mgsjerimiah 29:11 back to top"
711484566,false,finalized,3,4/29/15 17:53,personal experience,1,is prescibed for,0.6348,1085,false,,,,,"i asked her about the <font color=""red"">cramps</font> and she said if she would poop that would go away and give her the <font color=""blue"">miralax</font>."
711484567,false,finalized,3,4/30/15 3:42,personal experience,1,caused side effect,1,1086,false,,,,,"<font color=""red"">burning</font> is back, guess the <font color=""blue"">nexium</font> hadnt left my system yet."
711484568,false,finalized,3,4/30/15 0:30,personal experience,0.7059,caused side effect,0.7059,1087,false,,,,,"i alternate the side regularly from side to side but still get the <font color=""blue"">insulin</font> build up/<font color=""red"">lumps under the skin</font>."
711484569,false,finalized,3,4/30/15 2:16,personal experience,1,caused side effect,1,1088,false,,,,,"i had a bad reaction to <font color=""blue"">actos</font> and only took it for a few weeksit was puttin me into heart failurei was <font color=""red"">swelling</font> everywhere!!!!"
